name,address,rating,reviews,price,cuisines,lon,lat,zone,subzone
Javier's Rotisserie &amp; Salad Bar,3 Temasek Boulevard #B1-128/129 Downtown Core 038983 Singapore,3.0,2,,"['American (Traditional)', 'Salad']",103.8585529,1.294638,DOWNTOWN CORE,MARINA CENTRE
Texas Chicken,"1 Vista Exchange Green #B1-13, The Star Vista Singapore 138617 Singapore",3.0,1,,['American (Traditional)'],103.7883377,1.30678,QUEENSTOWN,ONE NORTH
Vincent Western Food,724 Ang Mo Kio Ave 6 #8 Ang Mo Kio Avenue 6 Block 724 Market &amp; Food Centre Singapore 560724 Singapore,3.0,1,,"['American (Traditional)', 'Street Vendors']",103.8465118,1.37218,ANG MO KIO,ANG MO KIO TOWN CENTRE
Beaver's Pub &amp; Grill,33 Liang Seah St #01-01/02 Singapore 189054 Singapore,1.5,2,,['American (Traditional)'],103.8560791,1.29837,DOWNTOWN CORE,BUGIS
Pizza Hut,01-19/21 City Sq Mall Singapore 208539 Singapore,2.0,1,,['American (Traditional)'],103.8562164,1.3109699,KALLANG,LAVENDER
Jack's Place,486 Lorong 6 Toa Payoh #01-01A OrangeTee Building Singapore 319396 Singapore,2.0,1,,['American (Traditional)'],103.8492752,1.331285552,TOA PAYOH,TOA PAYOH CENTRAL
Fullhouse,9 Bras Brasah Rd #02-04 Rendezvous Grand Hotel Singapore 189559 Singapore,2.0,1,,"['Bars', 'Korean', 'American (Traditional)']",103.8491821,1.29869,MUSEUM,BRAS BASAH
Pizza Hut,02-25 Hougang Mall Singapore 538766 Singapore,2.0,1,,['American (Traditional)'],103.8891373,1.3588901,HOUGANG,LORONG AH SOO
Kenny Rogers Roasters,"238 Thomson Road #03-23/25, Velocity at Novena Square Singapore 307683 Singapore",1.0,1,,['American (Traditional)'],103.8436813,1.32013,NOVENA,MOULMEIN
Pizza Hut,01-69 Harbourfront Ctr Singapore 099253 Singapore,1.0,2,,['American (Traditional)'],103.8183136,1.26491,BUKIT MERAH,MARITIME SQUARE
Carvers X,8 Marina View #02-15 Singapore 018960 Singapore,1.0,1,,"['American (Traditional)', 'Coffee &amp; Tea', 'Seafood']",103.8513266,1.279088,DOWNTOWN CORE,CENTRAL SUBZONE
Sam's Western &amp; Grill,"1 Woodlands Rd #01-35, Junction 10 Singapore 677899 Singapore",1.0,1,,['American (Traditional)'],103.7604316,1.380744823,CHOA CHU KANG,TECK WHYE
MEET,180 Kitchener Rd #02-37/38 Singapore 208539 Singapore,3.0,1,,"['Western Style Japanese Food', 'American (Traditional)', 'Steakhouses']",103.85661,1.31133,KALLANG,LAVENDER
Pizza Hut,01-40 Jct 8 Shopping Ctr Singapore 579837 Singapore,3.0,1,$$,['American (Traditional)'],103.8486786,1.3501101,BISHAN,BISHAN EAST
Aston Express,"325 Clementi Avenue 2 Clementi, Singapore Singapore",4.0,1,,['American (Traditional)'],103.7673111,1.31305,CLEMENTI,CLEMENTI NORTH
The Coffee Connoisseur,01-102/103/104 Centrepoint Singapore 238843 Singapore,1.0,1,,['American (Traditional)'],103.839447,1.30114,ORCHARD,SOMERSET
West Grill Station,237 Serangoon Ave 3 #01-130 Singapore 550237 Singapore,1.0,1,,"['American (Traditional)', 'Coffee &amp; Tea']",103.8702161,1.354362586,SERANGOON,SERANGOON CENTRAL
Cove Stadium,31 Ocean Way #01-04/05 Southern Islands 098373 Singapore,3.0,1,$$,"['Barbeque', 'Burgers', 'American (Traditional)']",103.8419724,1.24777,SOUTHERN ISLANDS,SENTOSA
BlooiE's Roadhouse Bar &amp; Roastery,907 East Coast Rd #01-01 Springvale Singapore 459107 Singapore,5.0,1,,"['Pubs', 'American (Traditional)', 'Burgers']",103.9242852,1.312554694,BEDOK,FRANKEL
Bochinche,115 Amoy St #01-02 Singapore 069935 Singapore,4.0,4,$$$,['Argentine'],103.8476,1.28227,OUTRAM,CHINATOWN
Maison Ikkoku Restaurant &amp; Bar,1st Floor 20 Kandahar St Singapore 198885 Singapore,4.0,72,$$,"['Cocktail Bars', 'Asian Fusion', 'Japanese']",103.8596118,1.3022606,ROCHOR,KAMPONG GLAM
Spago By Wolfgang Puck,"10 Bayfront Ave Sands SkyPark, Tower 2 Level 57 Singapore 648886 Singapore",4.0,43,$$$$,['Asian Fusion'],103.8605541,1.28313496,DOWNTOWN CORE,BAYFRONT SUBZONE
East Coast Lagoon Food Village,1220 East Coast Pkwy Singapore 468960 Singapore,4.5,33,$,['Asian Fusion'],103.93508,1.30703,BEDOK,SIGLAP
Jing Hua Restaurant at the Qun Zhong Eating House,21 Neil Road Qun Zhong Eating House Singapore 088814 Singapore,4.0,29,$,"['Chinese', 'Asian Fusion']",103.843308,1.280112,OUTRAM,CHINATOWN
The Banana Leaf Apolo,54 Race Course Rd Singapore 218565 Singapore,4.0,36,$$,"['Indian', 'Asian Fusion']",103.85102,1.3083499,ROCHOR,FARRER PARK
40 Hands,78 Yong Siak St #01-12 Singapore 163078 Singapore,3.5,52,$$,"['Coffee &amp; Tea', 'Breakfast &amp; Brunch', 'Asian Fusion']",103.8302077,1.28261404,BUKIT MERAH,TIONG BAHRU
The Tippling Club,38 Tanjong Pagar Road Singapore 088461 Singapore,4.5,22,$$$$,"['Bars', 'Vegetarian', 'Asian Fusion']",103.8438709,1.279497,OUTRAM,CHINATOWN
Waku Ghin,"2 Bayfront Ave Level 2, Marina Bay Sands Singapore 018956 Singapore",4.5,15,$$$$,['Asian Fusion'],103.85883,1.28192,DOWNTOWN CORE,BAYFRONT SUBZONE
Blue Ginger,97 Tanjong Pagar Rd Singapore 088518 Singapore,4.0,32,$$$,"['Chinese', 'Asian Fusion']",103.8438,1.27755202,OUTRAM,CHINATOWN
National Kitchen By Violet Oon,1 Saint Andrew's Rd #02-01 National Gallery Singapore 178957 Singapore,4.0,21,$$$,"['Asian Fusion', 'Singaporean']",103.8519122,1.290706282,DOWNTOWN CORE,CITY HALL
Mezza9,Mezzanine Level 10 Scotts Road Singapore 228211 Singapore,4.0,21,$$$$,['Asian Fusion'],103.8329117,1.306516708,ORCHARD,BOULEVARD
Togi Korean,11 Mosque St Singapore 059491 Singapore,4.0,26,$$,"['Korean', 'Asian Fusion']",103.84428,1.28397,OUTRAM,CHINATOWN
The Halia,"1 Cluny Road, Ginger Garden Singapore Botanic Gardens Singapore 259569 Singapore",4.0,22,$$,"['Asian Fusion', 'Halal']",103.8159136,1.3138397,TANGLIN,TYERSALL
Spize,409 River Valley Rd Singapore 248307 Singapore,3.5,42,$$,"['Cafes', 'Asian Fusion']",103.82992,1.29536,TANGLIN,CHATSWORTH
No. 18 Zion Road Char Kway Teow,"70 Zion Rd #01-17, Zion Road Riverside Food Centre Singapore 247792 Singapore",4.0,20,$,"['Asian Fusion', 'Singaporean', 'Noodles']",103.831163,1.292586,TANGLIN,CHATSWORTH
The Chatterbox,Mandarin Orchard Hotel 333 Orchard Road Singapore 238867 Singapore,3.5,33,$$$,['Asian Fusion'],103.8362885,1.30207,ORCHARD,SOMERSET
Kok Sen Restaurant,30 Keong Saik Rd Singapore 089137 Singapore,4.0,19,$$,['Asian Fusion'],103.8416672,1.28021,OUTRAM,CHINATOWN
CÉ LA VI Restaurant,1 Bayfront Avenue Tower 3 Marina 018971 Singapore,3.5,107,$$$,"['Bars', 'Asian Fusion']",103.860616,1.283373848,DOWNTOWN CORE,BAYFRONT SUBZONE
Druggists,119 Tyrwhitt Rd Singapore 207547 Singapore,4.0,17,$$,"['Asian Fusion', 'Beer Bar']",103.8598736,1.311133343,KALLANG,LAVENDER
363 Katong Laksa,29 Lorong Liput Holland Village Singapore 277746 Singapore,4.0,19,$,['Asian Fusion'],103.7949436,1.310527702,QUEENSTOWN,HOLLAND DRIVE
Wing Seong Fatty's,"175 Bencoolen St #01-31, Burlington Square Singapore 189649 Singapore",4.0,14,$$,"['Chinese', 'Asian Fusion', 'Bars']",103.8524941,1.30219792,ROCHOR,BENCOOLEN
Coq &amp; Balls,6 Kim Tian Rd Singapore 169246 Singapore,4.0,13,$$$,"['Bars', 'Japanese', 'Asian Fusion']",103.8294112,1.285267565,BUKIT MERAH,TIONG BAHRU STATION
Selera Rasa Nasi Lemak,2 Adam Rd Food Centre Singapore 289876 Singapore,4.0,14,$,"['Halal', 'Indonesian', 'Asian Fusion']",103.8140872,1.324059222,NOVENA,DUNEARN
Candlenut,Block 17A Dempsey Rd Singapore 249676 Singapore,3.5,22,$$$$,"['Asian Fusion', 'Singaporean', 'Chinese']",103.8102,1.30572,TANGLIN,RIDOUT
Paddy Hills,38 South Buona Vista Rd Singapore 118164 Singapore,4.0,15,$$$,"['Asian Fusion', 'Cafes', 'Breakfast &amp; Brunch']",103.78702,1.28082,QUEENSTOWN,PASIR PANJANG 2
Rasapura Masters,2 Bayfront Avenue The Shoppes At Marina Bay Sands Singapore 018972 Singapore,3.0,30,$,['Asian Fusion'],103.85883,1.28192,DOWNTOWN CORE,BAYFRONT SUBZONE
True Blue Cuisine,49 Armenian St True Blue Cuisine Singapore 179937 Singapore,3.5,16,$$$,['Asian Fusion'],103.8495026,1.2944601,MUSEUM,BRAS BASAH
The Halia,1 Beach Rd #01-22/23 Raffles Hotel Singapore 189673 Singapore,4.0,11,$$$,"['Asian Fusion', 'Cocktail Bars']",103.85415,1.2949,DOWNTOWN CORE,CITY HALL
PappaRich,"Plaza Singapura 68 Orchard Rd, Blk 01-35 Singapore 238839 Singapore",4.0,10,$,['Asian Fusion'],103.8449097,1.30048,MUSEUM,DHOBY GHAUT
Terra Tokyo Italian,54 Tras St Singapore 078993 Singapore,5.0,5,,"['Japanese', 'Italian', 'Asian Fusion']",103.8442661,1.278016896,OUTRAM,CHINATOWN
De Classic Golden Spoon,62 Seng Poh Ln #01-11 Singapore 160062 Singapore,4.0,10,,['Asian Fusion'],103.8333817,1.28382,BUKIT MERAH,TIONG BAHRU
Lime Restaurant,3 Upper Pickering St Singapore 058289 Singapore,3.5,13,$$$,"['Buffets', 'Asian Fusion']",103.8464757,1.285777,OUTRAM,CHINA SQUARE
Ma Maison,200 Victoria Street Bugis Junction #02-51 Singapore 188021 Singapore,3.5,12,$$,"['Japanese', 'French', 'Asian Fusion']",103.8552901,1.299479859,DOWNTOWN CORE,BUGIS
Spize Supper Club,336/338 Bedok Rd Simpang Bedok Singapore 469516 Singapore,3.5,16,$,"['Asian Fusion', 'Mediterranean']",103.94806,1.33126,BEDOK,BEDOK NORTH
Neon Pigeon,1 Keong Saik Road Singapore 089109 Singapore,4.0,12,$$$$,['Asian Fusion'],103.8414788,1.278873977,OUTRAM,CHINATOWN
Supertree by Indochine,"18 Marina Gardens Drive Gardens by the Bay, #03-01 Singapore 018953 Singapore",3.0,28,$$$$,"['Asian Fusion', 'Modern European']",103.8649797,1.282430474,MARINA SOUTH,MARINA SOUTH
Quentin's,139 Ceylon Rd Singapore 429744 Singapore,3.5,12,$$,['Asian Fusion'],103.899418,1.3100719,GEYLANG,GEYLANG EAST
Wanton Seng's Noodle Bar,52 Amoy St Singapore 069878 Singapore,3.5,10,$,"['Bars', 'Asian Fusion']",103.8468704,1.28014,OUTRAM,CHINATOWN
Akira Back,30 Beach Rd Level B1M JW Marriott Hotel Blackburn 189763 Singapore,5.0,5,$$$$,"['Japanese', 'Bars', 'Asian Fusion']",103.8558912,1.295741457,DOWNTOWN CORE,CITY HALL
Folks Collective,China Square Central 20 Cross Street #01-25 Singapore 048422 Singapore,3.5,13,$$,"['Thai', 'Brasseries', 'Asian Fusion']",103.8475835,1.283782148,OUTRAM,CHINA SQUARE
Labyrinth,"8 Raffles Ave #02-23, Esplanade Mall Singapore 039802 Singapore",4.0,9,$$$$,['Asian Fusion'],103.85592,1.28986,DOWNTOWN CORE,MARINA CENTRE
Meta Restaurant,9 Keong Saik Rd Singapore 089117 Singapore,4.0,9,$$$$,"['Korean', 'Asian Fusion']",103.84137,1.27943,OUTRAM,CHINATOWN
The Dempsey Cookhouse &amp; Bar,Block 17D Dempsey Rd Singapore 249676 Singapore,4.0,8,$$$,['Asian Fusion'],103.8102043,1.3057187,TANGLIN,RIDOUT
The Landing Point - Fullerton Bay Hotel,80 Collyer Quay Singapore 049326 Singapore,3.5,10,$$,"['Asian Fusion', 'Cocktail Bars']",103.85335,1.28421,DOWNTOWN CORE,CLIFFORD PIER
Cheok Kee Duck Rice,1220 East Coast Parkway Stall 29 East Coast Lagoon Food Centre Singapore 468960 Singapore,4.5,5,$,['Asian Fusion'],103.93508,1.30703,BEDOK,SIGLAP
VegCafe,73 Circular Rd #01-01 Singapore 049427 Singapore,4.5,5,$,"['Vegan', 'Vegetarian', 'Asian Fusion']",103.84887,1.2866,SINGAPORE RIVER,BOAT QUAY
Heng Kee Curry Chicken Mee,531a Upper Cross Street Singapore 051531 Singapore,4.5,5,,['Asian Fusion'],103.8469086,1.28312,OUTRAM,CHINATOWN
Famous Sungei Road Trishaw Laksa,531A Upper Cross St #02-69 Hong Lim Market &amp; Food Centre Singapore 051531 Singapore,5.0,4,$,"['Hawker Centre', 'Asian Fusion']",103.8457333,1.285178279,OUTRAM,CHINA SQUARE
Empress,"1 Empress Pl #01-03, Asian Civilisations Museum Singapore 179555 Singapore",4.5,5,$$,"['Chinese', 'Asian Fusion', 'Singaporean']",103.85144,1.28721725,DOWNTOWN CORE,CITY HALL
May May,65 Tras St Singapore 079004 Singapore,4.5,4,$$$,['Asian Fusion'],103.8443115,1.277724517,OUTRAM,CHINATOWN
Mad Nest,378-380 East Coast Rd Singapore 428985 Singapore,3.5,11,$$,"['Thai', 'Asian Fusion']",103.91126,1.30853,BEDOK,FRANKEL
Spuds And Aprons,109 Mount Faber Road Singapore 099203 Singapore,3.5,11,$$,['Asian Fusion'],103.8197021,1.27112,BUKIT MERAH,MARITIME SQUARE
Eight,8 Bukit Pasoh Road Singapore 089822 Singapore,4.0,6,$$,"['Modern European', 'Wine Bars', 'Asian Fusion']",103.84095,1.27882,OUTRAM,CHINATOWN
CM-PB Contemporary Melting-Pot &amp; Bar,Block 7 Dempsey Road #01-05 Singapore 249671 Singapore,3.5,10,$$$,['Asian Fusion'],103.8089981,1.30475,TANGLIN,RIDOUT
Coriander Leaf,30 Victoria St #02-01 Singapore 187996 Singapore,4.0,6,,['Asian Fusion'],103.8522102,1.294951911,DOWNTOWN CORE,CITY HALL
Rise,10 Bayfront Ave Singapore 018956 Singapore,3.5,11,$$$$,"['Buffets', 'International', 'Asian Fusion']",103.8603489,1.282676301,DOWNTOWN CORE,BAYFRONT SUBZONE
Morsels,25 Dempsey Rd #01-04 Singapore 249670 Singapore,4.0,6,$$$$,"['Bars', 'Asian Fusion']",103.8115777,1.305693945,TANGLIN,RIDOUT
Yuan Chun Famous Lor Mee,"7 Maxwell Rd, #02-79/80 Amoy Street Food Centre Singapore 069111 Singapore",4.5,4,,['Asian Fusion'],103.8461838,1.27863,DOWNTOWN CORE,MAXWELL
Tiong Bahru Boneless Hainanese Chicken Rice,56 Smith Street Singapore 058961 Singapore,4.0,6,,"['Chicken Shop', 'Asian Fusion']",103.84344,1.28288,OUTRAM,CHINATOWN
Lian He Ben Ji Claypot Rice,335 Smith Street #02-198/199 Singapore 050335 Singapore,4.0,6,$$,['Asian Fusion'],103.8431702,1.28218,OUTRAM,CHINATOWN
Grain Traders,138 Market St #01-01/02/03 CapitaGreen Singapore 048946 Singapore,3.5,7,$$,"['Asian Fusion', 'Coffee &amp; Tea', 'Breakfast &amp; Brunch']",103.85009,1.28213,DOWNTOWN CORE,RAFFLES PLACE
Alma,22 Scotts Rd Singapore 228221 Singapore,4.5,3,$$$$,"['Spanish', 'Modern European', 'Asian Fusion']",103.83467,1.3086,ORCHARD,BOULEVARD
49 Seats,176 Orchard Rd #01-49 Singapore 238843 Singapore,3.5,8,$$,"['Asian Fusion', 'Seafood']",103.8397579,1.3021552,ORCHARD,SOMERSET
Kim Keat Hokkien Mee,"Blk 92, Lorong 4 Toa Payoh #01-264 Singapore 310092 Singapore",4.0,5,$,['Asian Fusion'],103.849643,1.338099,TOA PAYOH,BRADDELL
Isle Eating House,35 Selegie Road #02-10 Parklane Shopping Mall Singapore 188307 Singapore,4.5,3,$,"['Coffee &amp; Tea', 'Food Court', 'Asian Fusion']",103.8494034,1.30066,ROCHOR,SELEGIE
Xiang Signature,1 Liang Seah Street #01-12/13/14 Singapore 189022 Singapore,4.5,4,,['Asian Fusion'],103.85657,1.29768,DOWNTOWN CORE,BUGIS
Mary's Kafe,20 Bendemeer Rd Singapore 339914 Singapore,3.5,6,$,['Asian Fusion'],103.8621719,1.314381,KALLANG,KALLANG BAHRU
Chong Wen Ge Cafe,168 Telok Ayer St Singapore 068619 Singapore,4.5,4,,"['Cafes', 'Asian Fusion', 'Singaporean']",103.8477747,1.280817189,OUTRAM,CHINATOWN
Rollie Olie,"1 Vista Exchange Green #02-05, The Star Vista Singapore 648886 Singapore",4.0,6,$,['Asian Fusion'],103.78834,1.30678,QUEENSTOWN,ONE NORTH
New Lucky Claypot Rice,44 Holland Dr #02-19 Singapore 270044 Singapore,3.5,7,$$,['Asian Fusion'],103.7930228,1.308253669,QUEENSTOWN,HOLLAND DRIVE
Lao Fu Zi Fried Kway Teow,51 Old Airport Rd #01-12 Old Airport Rd Food Centre Singapore 390051 Singapore,3.0,10,$,"['Asian Fusion', 'Chinese']",103.8855887,1.308104192,GEYLANG,ALJUNIED
Thohirah Restaurant,258 Jalan Kayu Singapore 799487 Singapore,4.5,4,$,['Asian Fusion'],103.8732834,1.3982,SENGKANG,FERNVALE
Chong Qing Grilled Fish,18 Mosque St #01-01 Singapore 059498 Singapore,4.0,5,,"['Chinese', 'Seafood', 'Asian Fusion']",103.84455,1.28382,OUTRAM,CHINATOWN
Dallas Restaurant &amp; Bar,3 Temasek Boulevard #03-302 Singapore 038983 Singapore,4.0,5,$$$,"['Bars', 'Asian Fusion']",103.8579257,1.295233359,DOWNTOWN CORE,MARINA CENTRE
Food Junction,"200 Victoria Street #03-30, Bugis Junction Singapore 188021 Singapore",4.0,4,$,['Asian Fusion'],103.855702,1.299149449,DOWNTOWN CORE,BUGIS
Onaka Restaurant &amp; Wine Bar,Alexandra Retail Centre 460 Alexandra Road #01-32 Singapore 119963 Singapore,3.5,6,$$,"['Wine Bars', 'Asian Fusion']",103.8013404,1.2735309,QUEENSTOWN,PASIR PANJANG 2
Jiu Zhuang,6D Dempsey Road Singapore 247664 Singapore,4.0,4,$$$$,"['Lounges', 'Asian Fusion']",103.8084207,1.3048838,TANGLIN,RIDOUT
Tanglin Crispy Curry Puff,Blk 531A Upper Cross St #02-36 Hong Lim Market and Food Centre Singapore 069184 Singapore,4.5,4,$,"['Asian Fusion', 'Food Stands']",103.84489,1.2798799,DOWNTOWN CORE,MAXWELL
Lelepot,58 Seng Poh Rd #01-23 Singapore 160058 Singapore,3.0,9,$$,"['Chinese', 'Asian Fusion']",103.83287,1.2846,BUKIT MERAH,TIONG BAHRU
Yong Xiang Xing Yong Tau Foo,"101 Upper Cross Street #01-1084, People's Park Centre Singapore 058357 Singapore",4.0,4,,['Asian Fusion'],103.845125,1.296276,MUSEUM,FORT CANNING
Baba Chews,86 East Coast Rd #01-01 Katong Square Singapore 428788 Singapore,3.5,6,$$,"['Bars', 'Asian Fusion', 'Singaporean']",103.903918,1.305117489,MARINE PARADE,MARINE PARADE
J65,1A Cuscaden Rd Singapore 249716 Singapore,3.5,5,$$$$,"['Buffets', 'Asian Fusion', 'International']",103.8238263,1.304385,ORCHARD,TANGLIN
Xi Yan Private Dining,"Blk 38A, Craig Rd 2nd Floor Singapore 089676 Singapore",5.0,2,,"['Asian Fusion', 'Cantonese']",103.8419495,1.27835,OUTRAM,CHINATOWN
Gaia Korean Grill + Bar,17E Lorong Liput Holland Village Singapore 277731 Singapore,5.0,2,,"['Korean', 'Asian Fusion', 'Tapas/Small Plates']",103.79492,1.31036,QUEENSTOWN,HOLLAND DRIVE
Don Signature Crab,206 Toa Payoh North 1 #01-1197 Singapore 310206 Singapore,5.0,2,$$,"['Seafood', 'Chinese', 'Asian Fusion']",103.8466785,1.342459954,TOA PAYOH,TOA PAYOH WEST
The Quarters,"16 Enggor St #01-09, Icon Village Singapore 079717 Singapore",5.0,2,$$,"['Cafes', 'Asian Fusion', 'Desserts']",103.8442078,1.27426,DOWNTOWN CORE,TANJONG PAGAR
Pepper Lunch,53 Ang Mo Kio Ave 3 #01-34 Singapore 569933 Singapore,4.0,4,,"['Asian Fusion', 'Japanese']",103.84841,1.36941,ANG MO KIO,ANG MO KIO TOWN CENTRE
Luxe,1 Keong Saik Rd #01-04 Singapore 089109 Singapore,3.0,8,$$,"['Asian Fusion', 'Australian']",103.8414418,1.2789591,OUTRAM,CHINATOWN
Som Tam,181 Orchard Rd #08-13 Singapore 238896 Singapore,4.5,3,$$,"['Thai', 'Asian Fusion']",103.8394815,1.300922483,ORCHARD,SOMERSET
Penang Kitchen,5 Coronation Rd #01-05 Coronation Arcade Singapore 269406 Singapore,3.0,8,$$,"['Asian Fusion', 'Indonesian']",103.8105,1.32331,BUKIT TIMAH,CORONATION ROAD
Marine Parade Laksa,50 East Coast Rd Roxy Square Singapore 428769 Singapore,5.0,2,,['Asian Fusion'],103.90485,1.3031299,MARINE PARADE,MARINE PARADE
Supply &amp; Demand,277 Orchard Road #02-14 Singapore 238858 Singapore,3.5,6,$$,"['Italian', 'Asian Fusion', 'Bars']",103.83896,1.3009599,ORCHARD,SOMERSET
Pontian Wanton Noodles,101 Thomson Rd #B1-20 United Square Singapore 307591 Singapore,4.0,4,$,"['Chinese', 'Asian Fusion']",103.84371,1.31696,NOVENA,MOULMEIN
Ninja Bowl,15 Duxton Rd Singapore 089481 Singapore,3.0,6,$$,"['Cafes', 'Asian Fusion']",103.843323,1.279736099,OUTRAM,CHINATOWN
Sashimi House Sakuraya,154 West Coast Rd #B1-50/51/52 West Coast Plaza Singapore 127371 Singapore,4.5,3,$$,"['Sushi Bars', 'Japanese', 'Asian Fusion']",103.7581005,1.315299265,CLEMENTI,WEST COAST
Jia Xiang Sarawak Kuching Kolo Mee,6 Raffles Boulevard #02-220A Marina Square Singapore 039594 Singapore,3.5,5,$,['Asian Fusion'],103.8578033,1.2912199,DOWNTOWN CORE,MARINA CENTRE
Sugar Granny Cafe,5 Teo Hong Road Singapore 088323 Singapore,3.0,6,$,['Asian Fusion'],103.8408127,1.2803,OUTRAM,CHINATOWN
Enak Enak Hong Kong Tea House,342 Bedok Road Simpang Bedok Singapore 469524 Singapore,3.5,5,$,['Asian Fusion'],103.947859,1.331513984,BEDOK,BEDOK NORTH
Prive,501 Orchard Rd #01-k1 Singapore 238880 Singapore,3.0,8,,"['Asian Fusion', 'Beer Bar', 'Sandwiches']",103.83057,1.30457,ORCHARD,BOULEVARD
Food Republic,"112 East Coast Rd #04-01, 112 Katong Singapore 428802 Singapore",4.0,4,$,"['Asian Fusion', 'Food Court']",103.904731,1.305249648,MARINE PARADE,MARINE PARADE
1933,"11 Stamford Rd #01-83, Capitol Piazza Singapore 178906 Singapore",4.0,3,,['Asian Fusion'],103.851567,1.293306026,DOWNTOWN CORE,CITY HALL
Old Bibik's Peranakan Kitchen,328 Joo Chiat Rd #01-02 Singapore 427585 Singapore,4.5,3,$,"['Asian Fusion', 'Seafood']",103.9025443,1.309098472,MARINE PARADE,KATONG
FYR Cycene Ond Drinc,19 Boon Tat Street Singapore 069619 Singapore,3.0,6,,['Asian Fusion'],103.8484268,1.28141,OUTRAM,CHINATOWN
London Fat Duck,"83 Punggol Central #01, Waterway Point Singapore 828761 Singapore",3.0,7,$$$,['Asian Fusion'],103.9021293,1.406592727,PUNGGOL,PUNGGOL TOWN CENTRE
Crystal Jade La Mian Xiao Long Bao,1 Kim Seng Promenade #02-43 Singapore 237994 Singapore,4.5,2,,"['Chinese', 'Asian Fusion']",103.8315269,1.293998836,SINGAPORE RIVER,ROBERTSON QUAY
928 Ngee Fou Restaurant Ampang Yong Tau Fou,928 Upper Thomson Road Singapore 787121 Singapore,4.0,4,$$,['Asian Fusion'],103.8179,1.39947,YISHUN,SPRINGLEAF
CATO,237 South Bridge Rd Singapore 058786 Singapore,4.5,2,$$$,"['Desserts', 'Salad', 'Asian Fusion']",103.84564,1.28254,OUTRAM,CHINATOWN
Straits Cafe,9 Bras Basah Road Singapore 189559 Singapore,3.0,8,,"['Singaporean', 'Asian Fusion', 'Buffets']",103.8488183,1.298646287,MUSEUM,BRAS BASAH
Grandma's,290 Orchard Rd #B1-42/43 Singapore 238859 Singapore,3.0,6,$$,['Asian Fusion'],103.835161,1.30358,ORCHARD,BOULEVARD
The Chicken Rice Ex-Press,107 Killiney Rd Singapore 239547 Singapore,3.5,4,$,"['Chinese', 'Asian Fusion']",103.83881,1.29814,RIVER VALLEY,OXLEY
Coriander Leaf Grill,12 Ann Siang Rd Singapore 069692 Singapore,4.5,2,,"['Asian Fusion', 'Bars']",103.84546,1.28132,OUTRAM,CHINATOWN
Privé ACM,"1 Empress Pl #01-02, Asian Civilisations Museum Singapore 179555 Singapore",2.5,7,$$,"['Bars', 'Asian Fusion']",103.8514839,1.28685055,DOWNTOWN CORE,CITY HALL
Chef's Table by Chef Stephan Zoisl,61 Tras St Singapore 079000 Singapore,4.0,3,$$$$,"['Wine Bars', 'Asian Fusion', 'Music Venues']",103.8444366,1.27783,OUTRAM,CHINATOWN
